,Date,BTC High,BTC Low,BTC Close,BTC Volume,Gold Close,Gold High,Gold Low,Gold Volume,Spy Close,Spy High,Spy Low,Spy Volume,R Close,R High,R Low,VIX High,VIX Low,VIX Close
18,2022-01-19,42148.0,41768.48,42058.31,3602.56211,1845.5,1846.1,1811.6,88810.0,632.0,643.0,632.0,980.0,1.854,1.902,1.822,23.99,21.85,23.85
19,2022-01-20,39177.2,38437.15,39134.55,9944.04301,1844.9,1850.8,1838.4,80380.0,627.36,633.01,622.68,1260.0,1.811,1.87,1.804,25.89,21.68,25.59
20,2022-01-21,36423.82,35112.84,35400.02,15700.147168,1834.1,1845.8,1830.6,68740.0,617.25,618.99,615.55,990.0,1.77,1.801,1.733,29.79,25.31,28.85
21,2022-01-22,35758.64,34940.09,35571.19,7954.12458,,,,,,,,,,,,,,
22,2022-01-23,35473.45,34811.87,34888.81,4977.80812,,,,,,,,,,,,,,
23,2022-01-24,36496.62,35701.0,36044.01,5943.09862,1844.2,1847.2,1831.9,103780.0,614.94,616.0,610.67,1360.0,1.776,1.785,1.707,38.94,28.02,29.9
24,2022-01-25,37974.43,37109.37,37338.59,8374.59822,1855.0,1856.7,1836.8,77990.0,608.98,616.44,608.0,1340.0,1.776,1.797,1.728,35.85,29.13,31.16
25,2022-01-26,36303.8,35692.61,36173.87,8841.21015,,,,,,,,,,,,,,
26,2022-01-27,37500.0,36777.77,36799.82,6574.94579,1795.0,1823.8,1792.7,206380.0,603.38,612.94,602.0,1720.0,1.803,1.862,1.782,33.0,28.42,30.49
27,2022-01-28,37925.0,37589.44,37836.99,3427.98801,1789.3,1802.7,1783.8,7000.0,616.45,617.59,605.02,730.0,1.778,1.854,1.771,32.82,27.28,27.66
