,Date,BTC High,BTC Low,BTC Close,BTC Volume,Gold Close,Gold High,Gold Low,Gold Volume,Spy Close,Spy High,Spy Low,Spy Volume,R Close,R High,R Low,VIX High,VIX Low,VIX Close
28,2022-01-29,38300.0,37901.17,38244.98,2678.99042,,,,,,,,,,,,,,
29,2022-01-30,37196.91,36811.48,37121.83,3148.35918,,,,,,,,,,,,,,
30,2022-01-31,38644.57,38240.0,38440.77,3416.90805,1799.2,1803.2,1788.9,7660.0,632.0,642.0,629.08,340.0,1.784,1.816,1.77,29.41,24.71,24.83
31,2022-02-01,38555.33,38196.42,38284.69,3743.58713,1804.3,1812.4,1800.0,3200.0,634.77,637.52,633.01,860.0,1.795,1.82,1.739,25.33,21.96,21.96
32,2022-02-02,37093.03,36780.04,37024.16,4603.39848,1813.2,1814.4,1797.6,3750.0,639.59,640.0,635.51,350.0,1.771,1.811,1.743,22.73,20.46,22.09
33,2022-02-03,38222.0,37245.0,37869.31,8027.55596,1807.0,1812.0,1791.6,3600.0,636.88,651.57,635.0,740.0,1.836,1.847,1.757,25.81,22.3,24.35
34,2022-02-04,41748.18,41369.69,41379.99,4610.04704,1810.8,1818.6,1794.9,6890.0,631.47,638.0,630.47,910.0,1.916,1.936,1.809,26.26,22.07,23.22
35,2022-02-05,41714.18,41305.29,41612.33,2267.93171,,,,,,,,,,,,,,
36,2022-02-06,43000.0,42551.96,42723.92,5908.75547,,,,,,,,,,,,,,
37,2022-02-07,45492.0,44073.73,44855.0,12482.11456,1824.7,1827.5,1810.7,5590.0,633.3,635.0,631.84,500.0,1.919,1.939,1.896,24.82,22.02,22.86
38,2022-02-08,43918.52,43125.0,43807.75,4631.70351,1831.0,1832.8,1819.2,10190.0,627.34,638.0,626.69,410.0,1.965,1.97,1.921,23.48,21.32,21.44
39,2022-02-09,44131.6,43575.22,44092.42,3346.73043,1839.7,1840.0,1829.0,6960.0,631.46,632.46,631.46,140.0,1.945,1.958,1.909,21.3,19.93,19.96
40,2022-02-10,43416.22,42814.23,43359.25,3941.73806,1840.7,1846.4,1825.1,14230.0,636.11,637.72,633.0,540.0,2.043,2.056,1.923,24.77,20.18,23.91
41,2022-02-11,42428.3,41688.88,42103.94,4367.69845,1845.5,1870.6,1824.4,9350.0,626.64,628.46,625.75,270.0,1.918,2.063,1.913,30.99,23.33,27.36
42,2022-02-12,42490.01,42119.35,42412.4,1777.84404,,,,,,,,,,,,,,
43,2022-02-13,42368.21,41734.7,42314.42,3722.30411,,,,,,,,,,,,,,
44,2022-02-14,43781.97,43397.1,43691.57,4329.57517,1872.8,1879.6,1855.3,5150.0,620.47,626.6,615.95,280.0,1.986,2.026,1.903,32.04,28.33,28.33
45,2022-02-15,44191.77,43673.92,44184.2,3811.49504,1859.6,1884.8,1849.2,5030.0,616.19,620.0,615.4,260.0,2.043,2.056,1.968,28.09,25.33,25.7
46,2022-02-16,43950.0,43350.0,43919.46,4058.38755,1874.9,1877.4,1855.4,5490.0,621.99,622.81,621.2,820.0,2.04,2.065,2.007,27.09,23.88,24.29
47,2022-02-17,40780.64,40493.31,40665.81,3464.12026,1905.3,1906.6,1873.3,10080.0,619.01,622.01,618.2,340.0,1.968,2.035,1.953,28.37,24.76,28.11
48,2022-02-18,40444.32,40060.88,40263.71,2279.67412,1903.1,1907.9,1891.8,4600.0,610.85,619.28,608.0,800.0,1.927,1.995,1.916,29.71,26.38,27.75
49,2022-02-19,39843.59,38581.1,38796.64,9438.50276,,,,,,,,,,,,,,
50,2022-02-20,39494.35,38909.26,39294.07,4179.79433,,,,,,,,,,,,,,
51,2022-02-21,37250.23,36515.87,36771.66,8523.06137,1907.4,1918.3,1889.7,334590.0,605.13,610.0,600.0,630.0,1.873,1.873,1.868,,,
52,2022-02-22,38213.11,37712.93,38151.17,4690.14682,1910.7,1921.5,1893.0,15120.0,592.61,602.0,592.11,1290.0,1.944,1.96,1.846,32.04,28.4,28.81
53,2022-02-23,35515.83,34322.28,35312.05,26065.63785,1913.7,1916.0,1894.5,7720.0,597.5,598.77,594.01,900.0,1.998,2.0,1.949,31.07,27.2,31.02
54,2022-02-24,38942.46,38291.61,38466.24,7750.77677,1929.4,1979.1,1882.0,22150.0,574.98,586.04,574.42,1460.0,1.97,1.981,1.846,37.79,29.45,30.32
55,2022-02-25,39468.73,38910.11,39200.0,3896.27291,1890.8,1928.0,1887.7,8220.0,592.4,596.0,592.4,1330.0,1.97,2.016,1.934,32.0,26.93,27.59
56,2022-02-26,38875.99,38458.8,38790.93,2804.70811,,,,,,,,,,,,,,
57,2022-02-27,38478.28,37451.56,38347.58,6443.46493,,,,,,,,,,,,,,
58,2022-02-28,43562.35,43040.15,43492.96,5673.12384,1904.0,1938.1,1895.6,9260.0,595.64,604.6,594.47,1230.0,1.822,1.927,1.816,33.51,28.43,30.15
59,2022-03-01,44534.79,43653.63,43973.09,7184.41025,1947.1,1955.6,1906.6,9480.0,601.14,603.0,596.13,210.0,1.716,1.866,1.682,35.19,29.44,33.32
60,2022-03-02,43696.83,42915.06,43477.05,5660.75266,1925.6,1954.2,1919.5,10160.0,593.9,599.0,591.5,970.0,1.878,1.91,1.7,34.41,30.12,30.74
61,2022-03-03,41499.48,41100.0,41436.98,5420.09009,1939.3,1947.6,1926.6,14290.0,601.0,601.0,599.29,130.0,1.84,1.897,1.83,32.01,29.31,30.48
62,2022-03-04,39140.51,38407.59,39016.73,5018.80536,1969.9,1978.1,1934.9,12270.0,587.3,598.0,587.22,1280.0,1.737,1.854,1.698,34.65,31.47,31.98
63,2022-03-05,39656.89,38814.73,39387.57,5535.09217,,,,,,,,,,,,,,
64,2022-03-06,38247.48,37760.08,37895.24,5537.27588,,,,,,,,,,,,,,
65,2022-03-07,38831.7,38001.0,38547.79,7597.31473,1999.2,2010.3,1967.8,73280.0,576.0,594.36,573.0,2790.0,1.777,1.806,1.668,36.55,32.59,36.45
66,2022-03-08,41884.0,41217.72,41791.1,12529.14324,2046.7,2082.0,1989.6,73700.0,572.5,582.78,571.0,390.0,1.84,1.878,1.758,37.52,32.78,35.13
